Show,Date,Artist,Song,Total,Placement,file_path,vggish_dance,vggish_party,vggish_happy,vggish_sad,effnet_party,effnet_happy,effnet_sad,effnet_approachability,effnet_engagement,effnet_timbre_bright,tempo
Show Champion,2024-10-02,DAY6,Melt Down,3642,2,data/audio/melt_down_day6.flac,48.212599754333496,58.15197229385376,62.17290759086609,80.85514903068542,13.523449003696442,76.76617503166199,91.38581156730652,94.03128027915955,97.95610904693604,56.893348693847656,92.0
Show Champion,2024-10-02,QWER,My Name Is Malgeum,3509,3,data/audio/my_name_is_malgeum_qwer.flac,86.09288334846497,27.166080474853516,82.40220546722412,77.48443484306335,4.230938106775284,73.64324927330017,88.71828317642212,95.24104595184326,97.73500561714172,52.1975576877594,148.0
Show Champion,2024-10-02,NCT WISH,Steady,2708,4,data/audio/steady_nct_wish.flac,93.12456250190735,21.767747402191162,74.68698024749756,74.36196208000183,6.550370156764984,58.25172662734985,86.19308471679688,83.69647264480591,94.80049014091492,51.47167444229126,131.0
Show Champion,2024-10-02,FIFTY FIFTY,SOS,2320,5,data/audio/sos_fifty_fifty.flac,89.0393316745758,29.347646236419678,63.70658278465271,71.83483839035034,11.171551793813705,38.8467013835907,84.28990840911865,75.21050572395325,86.15063428878784,51.396751403808594,124.0
M Countdown,2024-10-03,YEONJUN,GGUM,6642,1,data/audio/ggum_yeonjun.flac,97.69421815872192,11.247105896472931,62.1809720993042,76.0409414768219,3.2917749136686325,60.59637665748596,92.72482991218567,76.97368264198303,97.84188270568848,50.26789903640747,129.0
M Countdown,2024-10-03,QWER,My Name Is Malgeum,5694,2,data/audio/my_name_is_malgeum_qwer.flac,86.09288334846497,27.166080474853516,82.40220546722412,77.48443484306335,4.230938106775284,73.64324927330017,88.71828317642212,95.24104595184326,97.73500561714172,52.1975576877594,148.0
Music Bank,2024-10-04,NCT WISH,Steady,10037,1,data/audio/steady_nct_wish.flac,93.12456250190735,21.767747402191162,74.68698024749756,74.36196208000183,6.550370156764984,58.25172662734985,86.19308471679688,83.69647264480591,94.80049014091492,51.47167444229126,131.0
Music Bank,2024-10-04,Kang Daniel,Electric Shock,4234,2,data/audio/electric_shock_kang_daniel.flac,79.46311831474304,46.89221382141113,62.961214780807495,46.291109919548035,12.807691097259521,26.302284002304077,77.19813585281372,93.29596161842346,89.80823159217834,53.67342829704285,150.0
Show! Music Core,2024-10-05,KEY,Pleasure Shop,8344,1,data/audio/pleasure_shop_key.flac,88.86626958847046,24.767588078975677,65.11762738227844,72.21289873123169,17.13848114013672,23.293673992156982,79.73195314407349,84.40625667572021,93.57212781906128,50.231701135635376,121.0
Show! Music Core,2024-10-05,Kang Daniel,Electric Shock,4723,2,data/audio/electric_shock_kang_daniel.flac,79.46311831474304,46.89221382141113,62.961214780807495,46.291109919548035,12.807691097259521,26.302284002304077,77.19813585281372,93.29596161842346,89.80823159217834,53.67342829704285,150.0
Show! Music Core,2024-10-05,QWER,My Name Is Malgeum,4086,3,data/audio/my_name_is_malgeum_qwer.flac,86.09288334846497,27.166080474853516,82.40220546722412,77.48443484306335,4.230938106775284,73.64324927330017,88.71828317642212,95.24104595184326,97.73500561714172,52.1975576877594,148.0
Inkigayo,2024-10-06,DAY6,Happy,4428,1,data/audio/happy_day6.flac,39.997780323028564,45.763179659843445,74.75313544273376,84.2181921005249,14.886990189552307,91.00756049156189,95.12920379638672,92.81697869300842,97.86457419395447,54.32988405227661,160.0
Inkigayo,2024-10-06,HWASA,NA,3120,2,data/audio/na_hwasa.flac,93.36580038070679,15.919913351535797,78.45157384872437,84.87895727157593,2.9058024287223816,62.69553899765015,92.16012954711914,63.93224000930786,98.15102815628052,49.828651547431946,127.0
Inkigayo,2024-10-06,DAY6,Welcome to the Show,2968,3,data/audio/welcome_to_the_show_day6.flac,59.42344665527344,54.656749963760376,63.68957757949829,62.561964988708496,23.055988550186157,57.991546392440796,79.1917622089386,91.19595885276794,95.36561965942383,54.25494909286499,132.0
Show Champion,2024-10-09,QWER,My Name Is Malgeum,5156,1,data/audio/my_name_is_malgeum_qwer.flac,86.09288334846497,27.166080474853516,82.40220546722412,77.48443484306335,4.230938106775284,73.64324927330017,88.71828317642212,95.24104595184326,97.73500561714172,52.1975576877594,148.0
Show Champion,2024-10-09,VANNER,Automatic,5021,2,data/audio/automatic_vanner.flac,95.55613398551941,10.840784013271332,77.88426876068115,86.20212078094482,4.292050376534462,37.56251335144043,92.24864840507507,80.76054453849792,94.45391297340393,53.13659310340881,120.0
