,Episode,Date,Artist,Song,Points,Award Show,Search Query,Song ID
565,782,"October 8, 2022",Blackpink,Shut Down,"7,472",Show! Music Core,track:Shut Down artist:Blackpink year:2000-2022,6tCd8bPvYnceDG7W9M1RMk
566,783,"October 22, 2022",Ive,After Like,"6,672",Show! Music Core,track:After Like artist:Ive year:2000-2022,6CV6j2xz54thzlrWML3kAW
567,784,"October 29, 2022",(G)I-dle,Nxde,"9,081",Show! Music Core,track:Nxde artist:(G)I-dle year:2000-2022,7Ejqkb9YfldcLoh8B6bXgj
568,785,"November 12, 2022",(G)I-dle,Nxde,"7,684",Show! Music Core,track:Nxde artist:(G)I-dle year:2000-2022,7Ejqkb9YfldcLoh8B6bXgj
569,786,"November 19, 2022",(G)I-dle,Nxde,"6,191",Show! Music Core,track:Nxde artist:(G)I-dle year:2000-2022,7Ejqkb9YfldcLoh8B6bXgj
570,787,"November 26, 2022",Lim Young-woong,London Boy,"7,060",Show! Music Core,track:London Boy artist:Lim Young-woong year:2000-2022,6auT8cRBu3BgPRBrdVBY15
571,788,"December 3, 2022",Le Sserafim,Antifragile,"6,384",Show! Music Core,track:Antifragile artist:Le Sserafim year:2000-2022,4fsQ0K37TOXa3hEQfjEic1
572,789,"December 10, 2022",Le Sserafim,Antifragile,"6,017",Show! Music Core,track:Antifragile artist:Le Sserafim year:2000-2022,4fsQ0K37TOXa3hEQfjEic1
573,790,"December 17, 2022",Le Sserafim,Antifragile,"6,396",Show! Music Core,track:Antifragile artist:Le Sserafim year:2000-2022,4fsQ0K37TOXa3hEQfjEic1
574,792,"January 7, 2023",NewJeans,Ditto,"5,843",Show! Music Core,track:Ditto artist:NewJeans year:2000-2023,3r8RuvgbX9s7ammBn07D3W
575,793,"January 14, 2023",NewJeans,Ditto,"7,002",Show! Music Core,track:Ditto artist:NewJeans year:2000-2023,3r8RuvgbX9s7ammBn07D3W
576,794,"January 28, 2023",NewJeans,Ditto,"6,758",Show! Music Core,track:Ditto artist:NewJeans year:2000-2023,3r8RuvgbX9s7ammBn07D3W
577,795,"February 4, 2023",NewJeans,Ditto,"5,690",Show! Music Core,track:Ditto artist:NewJeans year:2000-2023,3r8RuvgbX9s7ammBn07D3W
578,796,"February 11, 2023",NCT 127,Ay-Yo,"8,979",Show! Music Core,track:Ay-Yo artist:NCT 127 year:2000-2023,3ePLUHZ0wpewHpAg6P3wUE
579,797,"February 18, 2023",BSS,Fighting,"7,474",Show! Music Core,track:Fighting artist:BSS year:2000-2023,7eBpUuPnDTfbeP1P4P93CS
580,798,"February 25, 2023",BSS,Fighting,"5,809",Show! Music Core,track:Fighting artist:BSS year:2000-2023,7eBpUuPnDTfbeP1P4P93CS
581,799,"March 4, 2023",The Boyz,Roar,"9,401",Show! Music Core,track:Roar artist:The Boyz year:2000-2023,7yP9oxhtOozkCptLHJoq3l
582,800,"March 11, 2023",STAYC,Teddy Bear,"7,514",Show! Music Core,track:Teddy Bear artist:STAYC year:2000-2023,4kSDi21MeOoSvpZs6MveI9
583,801,"March 18, 2023",Onew,O (Circle),"6,590",Show! Music Core,track:O (Circle) artist:Onew year:2000-2023,7qVWT4IvUK7xI82QmaPnwa
584,802,"March 25, 2023",Kai,Rover,"5,952",Show! Music Core,track:Rover artist:Kai year:2000-2023,3WUyu94psXrYV6HZbXgcFA
585,803,"April 8, 2023",Ive,Kitsch,"7,654",Show! Music Core,track:Kitsch artist:Ive year:2000-2023,5kRMDu7nOelODru9ZmwbLl
586,804,"April 15, 2023",Jisoo,Flower,"7,521",Show! Music Core,track:Flower artist:Jisoo year:2000-2023,0bC7GKnxh9W9JIvJ6HVWxc
587,805,"April 22, 2023",Ive,I Am,"9,668",Show! Music Core,track:I Am artist:Ive year:2000-2023,7KavHYqoVFNB3IUXfs5gvP
588,806,"April 29, 2023",NCT DoJaeJung,Perfume,"6,600",Show! Music Core,track:Perfume artist:NCT DoJaeJung year:2000-2023,0jd4aa9XgV5eom0ez0WBrD
589,807,"May 6, 2023",Seventeen,Super,"7,805",Show! Music Core,track:Super artist:Seventeen year:2000-2023,3AOf6YEpxQ894FmrwI9k96
590,808,"May 13, 2023",Le Sserafim,Unforgiven,"7,172",Show! Music Core,track:Unforgiven artist:Le Sserafim year:2000-2023,51vRumtqbkNW9wrKfESwfu
591,809,"May 20, 2023",Aespa,Spicy,"7,511",Show! Music Core,track:Spicy artist:Aespa year:2000-2023,3gtlthEgyulDfT8dWdKsnv
592,810,"May 27, 2023",(G)I-dle,Queencard,"7,757",Show! Music Core,track:Queencard artist:(G)I-dle year:2000-2023,68r87x3VZdAMhv8nBVuynz
593,811,"June 3, 2023",(G)I-dle,Queencard,"8,133",Show! Music Core,track:Queencard artist:(G)I-dle year:2000-2023,68r87x3VZdAMhv8nBVuynz
594,812,"June 10, 2023",(G)I-dle,Queencard,"6,460",Show! Music Core,track:Queencard artist:(G)I-dle year:2000-2023,68r87x3VZdAMhv8nBVuynz
595,813,"June 17, 2023",Lim Young-woong,Grain of Sand,"6,519",Show! Music Core,track:Grain of Sand artist:Lim Young-woong year:2000-2023,4WUpMUjdoi47LY7gBQBXe3
596,814,"June 24, 2023",(G)I-dle,Queencard,"6,369",Show! Music Core,track:Queencard artist:(G)I-dle year:2000-2023,68r87x3VZdAMhv8nBVuynz
597,815,"July 1, 2023",(G)I-dle,Queencard,"7,504",Show! Music Core,track:Queencard artist:(G)I-dle year:2000-2023,68r87x3VZdAMhv8nBVuynz
598,816,"July 8, 2023",Shinee,Hard,"9,196",Show! Music Core,track:Hard artist:Shinee year:2000-2023,2VV1RIhTgeJ4PEMYz6TqDB
599,817,"July 15, 2023",Lim Young-woong,Grain of Sand,"6,619",Show! Music Core,track:Grain of Sand artist:Lim Young-woong year:2000-2023,4WUpMUjdoi47LY7gBQBXe3
600,818,"July 22, 2023",NewJeans,Super Shy,"6,078",Show! Music Core,track:Super Shy artist:NewJeans year:2000-2023,5sdQOyqq2IDhvmx2lHOpwd
601,819,"July 29, 2023",NCT Dream,ISTJ,"9,420",Show! Music Core,track:ISTJ artist:NCT Dream year:2000-2023,6j268AN4RJXNyFNeFUfB50
602,820,"August 5, 2023",Jung Kook,Seven,"6,689",Show! Music Core,track:Seven artist:Jung Kook year:2000-2023,7Hcj0duTWiCSYDtJaztNIt
603,823,"August 26, 2023",Jung Kook,Seven,"6,832",Show! Music Core,track:Seven artist:Jung Kook year:2000-2023,7Hcj0duTWiCSYDtJaztNIt
604,824,"September 2, 2023",Jung Kook,Seven,"6,671",Show! Music Core,track:Seven artist:Jung Kook year:2000-2023,7Hcj0duTWiCSYDtJaztNIt
605,825,"September 9, 2023",Jung Kook,Seven,"7,026",Show! Music Core,track:Seven artist:Jung Kook year:2000-2023,7Hcj0duTWiCSYDtJaztNIt
606,826,"September 16, 2023",AKMU,Love Lee,"6,315",Show! Music Core,track:Love Lee artist:AKMU year:2000-2023,1qosh64U6CR5ki1g1Rf2dZ
607,827,"September 23, 2023",AKMU,Love Lee,"5,637",Show! Music Core,track:Love Lee artist:AKMU year:2000-2023,1qosh64U6CR5ki1g1Rf2dZ
608,828,"October 14, 2023",NCT 127,Fact Check,"8,804",Show! Music Core,track:Fact Check artist:NCT 127 year:2000-2023,5H46gVYLDwpxbsIgPoihO4
609,829,"October 21, 2023",Lim Young-woong,Do or Die,"7,246",Show! Music Core,track:Do or Die artist:Lim Young-woong year:2000-2023,21ewxM3YvcdTj7cC0XwznO
610,830,"October 28, 2023",Lim Young-woong,Do or Die,"6,798",Show! Music Core,track:Do or Die artist:Lim Young-woong year:2000-2023,21ewxM3YvcdTj7cC0XwznO
611,831,"November 4, 2023",Seventeen,God of Music,"9,096",Show! Music Core,track:God of Music artist:Seventeen year:2000-2023,4MTNimMDRyFZv37Thcktwa
612,832,"November 11, 2023",Taemin,Guilty,"6,420",Show! Music Core,track:Guilty artist:Taemin year:2000-2023,4jMwQaDiDICry8Ia1gFnAn
613,833,"November 18, 2023",Stray Kids,Lalalala,"6,901",Show! Music Core,track:Lalalala artist:Stray Kids year:2000-2023,26yvgQHa2ozFcwpwHDyUUp
614,834,"November 25, 2023",Red Velvet,Chill Kill,"7,137",Show! Music Core,track:Chill Kill artist:Red Velvet year:2000-2023,4YUiJ6Av2Hp1hiWE9eeAjO
615,835,"December 2, 2023",The Boyz,Watch It,"7,129",Show! Music Core,track:Watch It artist:The Boyz year:2000-2023,3UQw1V8gM5YihFDcnjNkWN
616,836,"December 9, 2023",Le Sserafim,Perfect Night,"6,034",Show! Music Core,track:Perfect Night artist:Le Sserafim year:2000-2023,74X2u8JMVooG2QbjRxXwR8
617,837,"December 16, 2023",Le Sserafim,Perfect Night,"6,863",Show! Music Core,track:Perfect Night artist:Le Sserafim year:2000-2023,74X2u8JMVooG2QbjRxXwR8
618,838,"January 13, 2024",Taeyeon,To. X,"7,225",Show! Music Core,track:To. X artist:Taeyeon year:2000-2024,2gyCwrOcC6JBoaJ8JGJ7T8
619,839,"January 20, 2024",Taeyeon,To. X,"6,120",Show! Music Core,track:To. X artist:Taeyeon year:2000-2024,2gyCwrOcC6JBoaJ8JGJ7T8
620,840,"January 27, 2024",Taeyeon,To. X,"6,186",Show! Music Core,track:To. X artist:Taeyeon year:2000-2024,2gyCwrOcC6JBoaJ8JGJ7T8
621,841,"February 3, 2024",IU,Love Wins All,"7,290",Show! Music Core,track:Love Wins All artist:IU year:2000-2024,0djkJ3iAARXRCbfbwwVc3o
622,842,"February 17, 2024",IU,Love Wins All,"6,428",Show! Music Core,track:Love Wins All artist:IU year:2000-2024,0djkJ3iAARXRCbfbwwVc3o
623,843,"February 24, 2024",IU,Love Wins All,"6,382",Show! Music Core,track:Love Wins All artist:IU year:2000-2024,0djkJ3iAARXRCbfbwwVc3o
624,844,"March 2, 2024",Le Sserafim,Easy,"6,859",Show! Music Core,track:Easy artist:Le Sserafim year:2000-2024,2O4Bb2WCkjlTPO827OnBMI
625,845,"March 9, 2024",Plave,Way 4 Luv,"6,271",Show! Music Core,track:Way 4 Luv artist:Plave year:2000-2024,1T6xi2QrnmwaebXGvWAjLg
626,846,"March 16, 2024",Bibi,Bam Yang Gang,"6,159",Show! Music Core,track:Bam Yang Gang artist:Bibi year:2000-2024,5juCu4WFTFRZ2XilopAMTy
627,847,"March 30, 2024",The Boyz,Nectar,"5,962",Show! Music Core,track:Nectar artist:The Boyz year:2000-2024,6MEtGumgTXWquxH35osvEC
628,848,"April 6, 2024",NCT Dream,Smoothie,"8,788",Show! Music Core,track:Smoothie artist:NCT Dream year:2000-2024,4FHK9yx0aji18DiEkC9USz
629,849,"April 13, 2024",Illit,Magnetic,"6,307",Show! Music Core,track:Magnetic artist:Illit year:2000-2024,1aKvZDoLGkNMxoRYgkckZG
630,850,"April 20, 2024",Illit,Magnetic,"6,503",Show! Music Core,track:Magnetic artist:Illit year:2000-2024,1aKvZDoLGkNMxoRYgkckZG
631,851,"April 27, 2024",Illit,Magnetic,"6,067",Show! Music Core,track:Magnetic artist:Illit year:2000-2024,1aKvZDoLGkNMxoRYgkckZG
632,852,"May 4, 2024",Lee Chan-won,하늘 여행,"7,760",Show! Music Core,track:하늘 여행 artist:Lee Chan-won year:2000-2024,7i6gw4yvdxfTAbjHOmSjsP
633,853,"May 11, 2024",Seventeen,Maestro,"9,278 ",Show! Music Core,track:Maestro artist:Seventeen year:2000-2024,2UE9XGbAzicJIyo4bB6sqM
634,854,"May 18, 2024",Lim Young-woong,Warmth,"6,825",Show! Music Core,track:Warmth artist:Lim Young-woong year:2000-2024,3vnaEaDxMKdBhqA1t0uAwl
635,855,"May 25, 2024",Aespa,Supernova,"7,167",Show! Music Core,track:Supernova artist:Aespa year:2000-2024,2VdSktBqFfkW7y6q5Ik4Z4
636,856,"June 1, 2024",Aespa,Supernova,"8,200",Show! Music Core,track:Supernova artist:Aespa year:2000-2024,2VdSktBqFfkW7y6q5Ik4Z4
637,857,"June 8, 2024",NewJeans,How Sweet,"6,837",Show! Music Core,track:How Sweet artist:NewJeans year:2000-2024,38tXZcL1gZRfbqfOG0VMTH
638,858,"June 15, 2024",NewJeans,How Sweet,"6,872",Show! Music Core,track:How Sweet artist:NewJeans year:2000-2024,38tXZcL1gZRfbqfOG0VMTH
639,859,"June 22, 2024",NewJeans,How Sweet,"7,125",Show! Music Core,track:How Sweet artist:NewJeans year:2000-2024,38tXZcL1gZRfbqfOG0VMTH
640,860,"July 6, 2024",Lee Young-ji,Small Girl,"6,286",Show! Music Core,track:Small Girl artist:Lee Young-ji year:2000-2024,1AtFSBJibfaqfiOByQCwZ5
641,862,"July 13, 2024",Lee Young-ji,Small Girl,"5,821",Show! Music Core,track:Small Girl artist:Lee Young-ji year:2000-2024,1AtFSBJibfaqfiOByQCwZ5
642,863,"July 20, 2024",Lee Young-ji,Small Girl,"5,723",Show! Music Core,track:Small Girl artist:Lee Young-ji year:2000-2024,1AtFSBJibfaqfiOByQCwZ5
643,864,"August 10, 2024",NCT 127,Walk,"7,089",Show! Music Core,track:Walk artist:NCT 127 year:2000-2024,5o5mfjvxzxRChb45hbWuuw
644,866,"August 24, 2024",Fromis 9,Supersonic,"8,757",Show! Music Core,track:Supersonic artist:Fromis 9 year:2000-2024,6oNLSQX8bcAdbCElZYju3v
645,867,"August 31, 2024",Plave,Pump Up the Volume,"7,576",Show! Music Core,track:Pump Up the Volume artist:Plave year:2000-2024,34DtDWmIUacoop6Md298vE
646,868,"September 7, 2024",Jaehyun,Smoke,"6,806",Show! Music Core,track:Smoke artist:Jaehyun year:2000-2024,6kEU60ykxhb0shZMTiPWZL
647,869,"September 14, 2024",Day6,Melt Down,"7,093",Show! Music Core,track:Melt Down artist:Day6 year:2000-2024,5Invv3m92xZvztdCbZrmZ6
648,870,"September 21, 2024",Day6,Melt Down,"6,634",Show! Music Core,track:Melt Down artist:Day6 year:2000-2024,5Invv3m92xZvztdCbZrmZ6
649,871,"September 28, 2024",Day6,Melt Down,"7,100",Show! Music Core,track:Melt Down artist:Day6 year:2000-2024,5Invv3m92xZvztdCbZrmZ6
650,872,"October 5, 2024",Key,Pleasure Shop,"8,344",Show! Music Core,track:Pleasure Shop artist:Key year:2000-2024,2022n4pxaEaDC2YvzVl1w7
651,873,"October 12, 2024",QWER,My Name is Malguem,"7,671",Show! Music Core,track:My Name is Malguem artist:QWER year:2000-2024,1lTBkwEm0wim9RsMXqtqWy
652,874,"October 19, 2024",Aespa,Up,"6,698",Show! Music Core,track:Up artist:Aespa year:2000-2024,5sjnkOfTLCLNfkkchI2re2
653,875,"October 26, 2024",Seventeen,"Love, Money, Fame","9,153",Show! Music Core,"track:Love, Money, Fame artist:Seventeen year:2000-2024",145tqlcE6YFsjNfxi9K3AE
654,876,"November 2, 2024",Rosé&Bruno Mars,Apt.,"7,010",Show! Music Core,track:Apt. artist:Rosé&Bruno Mars year:2000-2024,0JLcfQTtEf3Whtj59OhS0f
655,877,"November 9, 2024",Rosé&Bruno Mars,Apt.,"6,707",Show! Music Core,track:Apt. artist:Rosé&Bruno Mars year:2000-2024,0JLcfQTtEf3Whtj59OhS0f
656,878,"November 16, 2024",Rosé&Bruno Mars,Apt.,"7,487",Show! Music Core,track:Apt. artist:Rosé&Bruno Mars year:2000-2024,0JLcfQTtEf3Whtj59OhS0f
657,879,"November 23, 2024",NCT Dream,When I'm With You,"6,705",Show! Music Core,track:When I'm With You artist:NCT Dream year:2000-2024,15cQVPbbwv0sZXrHRIAZeX
658,880,"November 30, 2024",Aespa,Whiplash,"6,955",Show! Music Core,track:Whiplash artist:Aespa year:2000-2024,6uPnrBgweGOcwjFL4ItAvV
659,882,"December 21, 2024",G-Dragon,Home Sweet Home,"6,925",Show! Music Core,track:Home Sweet Home artist:G-Dragon year:2000-2024,04jt3FIji2EJUhun0UrNqR
660,884,"January 11, 2025",G-Dragon,Home Sweet Home,"6,918",Show! Music Core,track:Home Sweet Home artist:G-Dragon year:2000-2025,04jt3FIji2EJUhun0UrNqR
661,885,"January 18, 2025",G-Dragon,Home Sweet Home,"6,581",Show! Music Core,track:Home Sweet Home artist:G-Dragon year:2000-2025,04jt3FIji2EJUhun0UrNqR
662,886,"January 25, 2025",Ive,Rebel Heart,"8,341",Show! Music Core,track:Rebel Heart artist:Ive year:2000-2025,2JoRBbFJyKytt4y3D0HxQu
663,285,"January 25, 2022",Fromis 9,DM,"8,353",The Show,track:DM artist:Fromis 9 year:2000-2022,7B9W7Qsy5M2kyUNjQYIEG8
664,286,"February 22, 2022",Apink,Dilemma,"9,700",The Show,track:Dilemma artist:Apink year:2000-2022,3j0x2BUUtm2obQXS1lZuN3
665,287,"March 1, 2022",STAYC,Run2U,"8,261",The Show,track:Run2U artist:STAYC year:2000-2022,3gFcGnU4kTdMYLXDjH1TK8
666,288,"March 8, 2022",STAYC,Run2U,"7,669",The Show,track:Run2U artist:STAYC year:2000-2022,3gFcGnU4kTdMYLXDjH1TK8
667,289,"March 22, 2022",(G)I-dle,Tomboy,"7,970",The Show,track:Tomboy artist:(G)I-dle year:2000-2022,6WYsZJDfUOftGVji74yYSU
668,290,"March 29, 2022",Highlight,Daydream,"8,650",The Show,track:Daydream artist:Highlight year:2000-2022,3tOXDbhmpjSGxBFo2yp1eJ
669,291,"April 5, 2022",Oh My Girl,Real Love,"8,881",The Show,track:Real Love artist:Oh My Girl year:2000-2022,1ybtdHBtGEi8AeyhIsj5T9
670,292,"April 12, 2022",Ive,Love Dive,"9,400",The Show,track:Love Dive artist:Ive year:2000-2022,0Q5VnK2DYzRyfqQRJuUtvi
671,293,"April 19, 2022",Ive,Love Dive,"8,184",The Show,track:Love Dive artist:Ive year:2000-2022,0Q5VnK2DYzRyfqQRJuUtvi
672,294,"April 26, 2022",Dreamcatcher,Maison,"7,914",The Show,track:Maison artist:Dreamcatcher year:2000-2022,2fyhv2ThM2PDqlc8HVs32e
673,295,"May 3, 2022",Miyeon,Drive,"6,944",The Show,track:Drive artist:Miyeon year:2000-2022,73zHOJRs3EE5aoXCP5frSh
674,296,"May 10, 2022",Le Sserafim,Fearless,"8,456",The Show,track:Fearless artist:Le Sserafim year:2000-2022,296nXCOv97WJNRWzIBQnoj
675,297,"May 17, 2022",Le Sserafim,Fearless,"9,670",The Show,track:Fearless artist:Le Sserafim year:2000-2022,296nXCOv97WJNRWzIBQnoj
676,298,"May 24, 2022",Astro,Candy Sugar Pop,"8,970",The Show,track:Candy Sugar Pop artist:Astro year:2000-2022,767gRjedAWnbUer6ARRS8d
677,299,"June 7, 2022",Jo Yuri,Love Shhh!,"6,489",The Show,track:Love Shhh! artist:Jo Yuri year:2000-2022,00vy9aiFjxMfnKniQAYzrC
678,300,"June 28, 2022",Loona,Flip That,"8,200",The Show,track:Flip That artist:Loona year:2000-2022,7cHXwaBnIBFUPuP376z07E
679,301,"July 5, 2022",Fromis 9,Stay This Way,"8,270",The Show,track:Stay This Way artist:Fromis 9 year:2000-2022,3pqgVtpnQbBAZoWT4AEm1B
680,302,"July 12, 2022",Enhypen,Future Perfect,"7,200",The Show,track:Future Perfect artist:Enhypen year:2000-2022,6PRy17C5LiiN7VCLS6IA98
681,303,"July 19, 2022",Chungha,Sparkling,"6,984",The Show,track:Sparkling artist:Chungha year:2000-2022,00uFEOmLiTxS1icHk0TQ2C
682,304,"July 26, 2022",STAYC,Beautiful Monster,"8,369",The Show,track:Beautiful Monster artist:STAYC year:2000-2022,56s2s5e8WuBsWVKnmz6J9L
683,305,"August 2, 2022",Ateez,Guerrilla,"7,200",The Show,track:Guerrilla artist:Ateez year:2000-2022,51FqwsDpGN9EaMXouCcHSL
684,306,"August 9, 2022",Ateez,Guerrilla,"8,640",The Show,track:Guerrilla artist:Ateez year:2000-2022,51FqwsDpGN9EaMXouCcHSL
685,307,"August 30, 2022",Ive,After Like,"8,734",The Show,track:After Like artist:Ive year:2000-2022,6CV6j2xz54thzlrWML3kAW
686,308,"September 6, 2022",Ive,After Like,"7,403",The Show,track:After Like artist:Ive year:2000-2022,6CV6j2xz54thzlrWML3kAW
687,309,"September 13, 2022",Oneus,Same Scent,"7,950",The Show,track:Same Scent artist:Oneus year:2000-2022,6Po0reh8h94W5WOdA77BW5
688,310,"September 20, 2022",Oneus,Same Scent,"9,370",The Show,track:Same Scent artist:Oneus year:2000-2022,6Po0reh8h94W5WOdA77BW5
689,311,"October 4, 2022",Cravity,Party Rock,"9,110",The Show,track:Party Rock artist:Cravity year:2000-2022,65k1rMrcBf2Ktt39OIlsgP
690,312,"October 18, 2022",DKZ,Uh-Heung,"8,530",The Show,track:Uh-Heung artist:DKZ year:2000-2022,6ZqN3lxg9UjZCdOZAAquU6
691,313,"October 25, 2022",(G)I-dle,Nxde,"8,551",The Show,track:Nxde artist:(G)I-dle year:2000-2022,7Ejqkb9YfldcLoh8B6bXgj
692,314,"November 15, 2022",Highlight,Alone,"9,170",The Show,track:Alone artist:Highlight year:2000-2022,7qrpkyFfaglH9BfYbppZPH
693,315,"November 22, 2022",YooA,Selfish,"7,227",The Show,track:Selfish artist:YooA year:2000-2022,4XLrS9QHUqGuPNDyzViQxt
694,316,"February 21, 2023",STAYC,Teddy Bear,"9,360",The Show,track:Teddy Bear artist:STAYC year:2000-2023,4kSDi21MeOoSvpZs6MveI9
695,317,"February 28, 2023",Lee Chan-won,풍등,"7,310",The Show,track:풍등 artist:Lee Chan-won year:2000-2023,5DsfVKZSYC8O1ETXhddjjV
696,318,"March 14, 2023",Cravity,Groovy,"8,550",The Show,track:Groovy artist:Cravity year:2000-2023,6gUeFhHcjvVDaUkardXxGn
697,320,"March 28, 2023",Kim Jae-hwan,Spring Breeze,"8,830",The Show,track:Spring Breeze artist:Kim Jae-hwan year:2000-2023,7lIMOTf0IvlSC2UiFPIwko
698,321,"April 4, 2023",Billlie,Eunoia,"9,260",The Show,track:Eunoia artist:Billlie year:2000-2023,0a56sRmdBxCON2nkEgjDqC
699,322,"April 18, 2023",Ive,I Am,"7,454",The Show,track:I Am artist:Ive year:2000-2023,7KavHYqoVFNB3IUXfs5gvP
700,323,"April 25, 2023",Lee Gi-kwang,Predator,"8,021",The Show,track:Predator artist:Lee Gi-kwang year:2000-2023,5RaEgSov5mWUjLXDTDvJwM
701,324,"May 9, 2023",Le Sserafim,Unforgiven,"9,340",The Show,track:Unforgiven artist:Le Sserafim year:2000-2023,51vRumtqbkNW9wrKfESwfu
702,325,"May 16, 2023",Oneus,Erase Me,"6,690",The Show,track:Erase Me artist:Oneus year:2000-2023,1K2cYJekjVTqjSPJdLhGQB
703,326,"May 23, 2023",(G)I-dle,Queencard,"8,157",The Show,track:Queencard artist:(G)I-dle year:2000-2023,68r87x3VZdAMhv8nBVuynz
704,327,"May 30, 2023",Dreamcatcher,BONVOYAGE,"9,030",The Show,track:BONVOYAGE artist:Dreamcatcher year:2000-2023,3Jnwl9zlbFNEqKQjydxLxe
705,328,"June 6, 2023",AB6IX,Loser,"8,300",The Show,track:Loser artist:AB6IX year:2000-2023,2jSKhV7zSImRqT4jBCFnEE
706,329,"June 13, 2023",Fromis 9,#menow,"8,700",The Show,track:#menow artist:Fromis 9 year:2000-2023,4lIAPwAU6R8PAy2WhykC4i
707,330,"June 20, 2023",Ateez,Bouncy (K-Hot Chilli Peppers),"7,220",The Show,track:Bouncy (K-Hot Chilli Peppers) artist:Ateez year:2000-2023,7Lhm9BUglm30Q6Fb1Fl2By
708,331,"June 27, 2023",Ateez,Bouncy (K-Hot Chilli Peppers),"9,590",The Show,track:Bouncy (K-Hot Chilli Peppers) artist:Ateez year:2000-2023,7Lhm9BUglm30Q6Fb1Fl2By
709,332,"July 4, 2023",Han Seung-woo,Dive Into,"7,390",The Show,track:Dive Into artist:Han Seung-woo year:2000-2023,4i5Jxokc2PUjZDF3JPdzx5
710,333,"July 18, 2023",Zerobaseone,In Bloom,"9,350",The Show,track:In Bloom artist:Zerobaseone year:2000-2023,3F4lHPNHlvr3RpO4tpVOIs
711,334,"July 25, 2023",Zerobaseone,In Bloom,"8,480",The Show,track:In Bloom artist:Zerobaseone year:2000-2023,3F4lHPNHlvr3RpO4tpVOIs
712,335,"August 1, 2023",Oh My Girl,Summer Comes,"9,260",The Show,track:Summer Comes artist:Oh My Girl year:2000-2023,2LMDIehZifAMX8fNgRUmRv
713,336,"August 8, 2023",Kwon Eunbi,The Flash,"6,960",The Show,track:The Flash artist:Kwon Eunbi year:2000-2023,43k24mAEnmPjVUDyOK27Ca
714,337,"August 15, 2023",Jo Yuri,Taxi,"7,173",The Show,track:Taxi artist:Jo Yuri year:2000-2023,0LMqywHzZAAwSPWCfyfz9t
715,338,"August 29, 2023",STAYC,Bubble,"7,285",The Show,track:Bubble artist:STAYC year:2000-2023,4P5ozkI1bxiGxA5rZ27jlO
716,339,"September 5, 2023",H1-Key,Seoul (Such a Beautiful City),"6,082",The Show,track:Seoul (Such a Beautiful City) artist:H1-Key year:2000-2023,0SRAuCAtprYCuoks38G5GU
717,340,"September 12, 2023",BoyNextDoor,But Sometimes,"9,080",The Show,track:But Sometimes artist:BoyNextDoor year:2000-2023,5TNMJ6Csb2NgSohuz76XJT
718,341,"September 19, 2023",Jaechan,Hello,"7,180",The Show,track:Hello artist:Jaechan year:2000-2023,5h8vE3uGBMXMaIxoHSX91x
719,342,"October 10, 2023",Oneus,Baila Conmigo,"8,710",The Show,track:Baila Conmigo artist:Oneus year:2000-2023,3KXqLK4qPxr6qlrfzVVmNY
720,343,"February 20, 2024",TWS,Plot Twist,"5,876",The Show,track:Plot Twist artist:TWS year:2000-2024,0aZG8KWrpRnsGL0loUkfSj
721,344,"March 5, 2024",Cravity,Love or Die,"9,330",The Show,track:Love or Die artist:Cravity year:2000-2024,6UyOqNdJweSjjZsguSgYO1
722,345,"March 12, 2024",NCT Wish,Wish,"7,241",The Show,track:Wish artist:NCT Wish year:2000-2024,1Yb4Wl4xXGffDPHAoYzqLb
723,346,"March 19, 2024",Highlight,Body,"8,810",The Show,track:Body artist:Highlight year:2000-2024,3jH1IMkaF2I1sDgNDbegq5
724,347,"April 2, 2024",Illit,Magnetic,"6,904",The Show,track:Magnetic artist:Illit year:2000-2024,1aKvZDoLGkNMxoRYgkckZG
725,348,"April 9, 2024",Illit,Magnetic,"8,990",The Show,track:Magnetic artist:Illit year:2000-2024,1aKvZDoLGkNMxoRYgkckZG
726,349,"April 16, 2024",ONF,Bye My Monster,"7,490",The Show,track:Bye My Monster artist:ONF year:2000-2024,7MV68p0TgX9YAo1y3SyjU8
727,350,"April 23, 2024",BoyNextDoor,"Earth, Wind & Fire","9,200",The Show,"track:Earth, Wind & Fire artist:BoyNextDoor year:2000-2024",0Tq7v8YAmwdnAYBwyR1pZ4
728,351,"May 7, 2024",Solar,But I,"7,270",The Show,track:But I artist:Solar year:2000-2024,3kHF06mERCHSLIq1AuSNdZ
729,352,"May 14, 2024",TripleS,Girls Never Die,"7,200",The Show,track:Girls Never Die artist:TripleS year:2000-2024,0Ol7uhYjodbXAKKarXdn6r
730,353,"May 21, 2024",Zerobaseone,Feel the Pop,"8,750",The Show,track:Feel the Pop artist:Zerobaseone year:2000-2024,3JnaRKReO6TFGEdhggFWZG
731,354,"May 28, 2024",Zerobaseone,Feel the Pop,"7,430",The Show,track:Feel the Pop artist:Zerobaseone year:2000-2024,3JnaRKReO6TFGEdhggFWZG
732,355,"June 4, 2024",Ateez,Work,"9,380",The Show,track:Work artist:Ateez year:2000-2024,2v5P8pSXa4fdaTHWvJexwl
733,356,"June 11, 2024",WayV,Give Me That,"7,270",The Show,track:Give Me That artist:WayV year:2000-2024,4Ta60nUTt3W1JU0AxctPyG
734,357,"June 25, 2024",Riize,Boom Boom Bass,"9,320",The Show,track:Boom Boom Bass artist:Riize year:2000-2024,6Ixrp3yXfzv5brZXmZuXXN
